no,EIP,EIP_BB3,EIP_BB5,EIP_BB9,EIP_BB11,pips,pips_1SC,pips_2SC,pips_8SC,pips_4PQ,pips_5PQ,pips_6PQ,pips_8PQ,pips_9PQ,pips_10PQ,tap,mana
0.0,4.8784141409097925,4.725287528503186,4.9225212629616655,4.8784141409097925,4.8784141409097925,4.80517967410663,4.8293137597576585,4.898387177310637,4.827649340057594,4.80517967410663,4.934172200862186,4.884239609860042,4.811837352906911,4.786871057405828,4.80517967410663,2.658078261014296,4.4806178325926815
0.0,12.66854579702683,12.479503475939445,12.66854579702683,12.66854579702683,12.66854579702683,11.545133007195819,10.902795658124752,11.39132438036128,11.594595693358457,11.545133007195819,11.533614299459295,11.52887130215603,11.494315178946524,11.601371403791694,11.545133007195819,8.828073123467007,9.854593254102696
0.0,7.914102221032926,7.968457318704858,7.914102221032926,7.914102221032926,7.914102221032926,7.562048434573199,7.5704107572919455,7.641490500401393,7.692500668985813,7.562048434573199,7.637309339042009,7.644835429488905,7.712570243510841,7.715915172598353,7.562048434573199,2.770437516724633,6.7216350013379556
0.0,11.869015462206,11.476851561027711,11.869015462206,11.869015462206,11.869015462206,12.256692362226618,11.90491147146715,12.26656376477344,12.214514551344745,12.256692362226618,12.206437949260994,12.280922168477915,12.142722532822425,12.173234140694422,12.256692362226618,1.202516310249191,9.691025100284477
0.0,11.383442265795196,11.346847766884526,11.383442265795196,11.383442265795196,11.383442265795196,10.045615468409586,9.709456699346397,9.97327750544661,10.038807189542464,10.045615468409586,10.136676198257067,10.038807189542464,10.000510620915026,9.934980936819148,10.045615468409586,5.164930555555558,9.018416394335492
0.0,12.13991384154336,11.994755572204529,12.13991384154336,12.13991384154336,12.13991384154336,12.04064431541485,11.722232627832918,11.902978085783843,11.976025472935014,12.04064431541485,11.995692077167996,11.970406443154125,12.025660235999247,11.965723918336767,12.04064431541485,8.923019292002232,11.21371043266528
0.0,13.465125588763872,13.153389491256906,13.465125588763872,13.465125588763872,13.465125588763872,13.272632807243202,12.926827190882983,13.241970240275291,13.262411951587216,13.272632807243202,13.276891497099829,13.282001924927812,13.244525454189283,13.221528528963344,13.272632807243202,9.773693221017488,12.110862214348384
0.0,6.87033405580213,6.751642756390419,6.875494547080896,6.87033405580213,6.87033405580213,6.465235490418686,6.415350741390591,6.427391887707712,6.398149103794681,6.465235490418686,6.455774589740959,6.397289021914898,6.3912684487563265,6.420511232669357,6.465235490418686,1.3167853579660882,6.120342656620914
0.0,18.411214953271028,15.045916294189364,17.591223080048767,18.411214953271028,18.411214953271028,17.28484355952866,16.92970337261277,17.052417716375466,17.298659081674117,17.28484355952866,17.360422592442106,17.24420967086551,17.39211702559935,17.153189760260055,17.28484355952866,11.922795611540039,16.783421373425433
0.0,11.968535728963126,12.037030361146961,11.968535728963126,11.968535728963126,11.968535728963126,12.00746951988867,12.016842469555922,12.024773426966684,11.939695883833101,12.00746951988867,12.0190054579407,12.006748523760425,12.004585535375668,11.99593358183666,12.00746951988867,11.989444616682409,12.026215419223195
0.0,28.298598027465726,22.050861920169986,26.932361571317777,28.298598027465726,28.298598027465726,24.02242378126602,23.12780631531861,23.66020094858623,23.38184850333902,24.02242378126602,23.717330053069286,23.481520557969016,23.385495041923043,23.170349265465575,24.02242378126602,12.729215337827494,23.655338897140865
0.0,23.369746254766955,18.76687016674856,22.589704100822907,23.369746254766955,23.369746254766955,21.21887935039308,20.888608725657278,21.199012325024526,21.18586722553255,21.21887935039308,21.021852234144077,21.277285417453996,21.130747433344645,21.142548147661277,21.21887935039308,16.138895901268356,20.77941477419558
0.0,25.365685146534233,19.795707752525104,24.21529460057932,25.365685146534233,25.365685146534233,22.998560385747236,22.045321831836873,22.811815243722645,22.9436353439753,22.998560385747236,22.79504865202384,22.766863433219832,22.981938333632044,22.50278961396368,22.998560385747236,17.5832403462012,22.14187427368859
0.0,32.60244110546908,25.283286855906105,31.54369225006244,32.60244110546908,32.60244110546908,29.72261820527762,29.844231249479726,29.90315179388996,30.022553691833842,29.72261820527762,30.0726296512112,30.15717347873139,29.69413343877467,29.824591068009674,29.72261820527762,23.090740239740292,29.29326562890204
0.0,43.42449331161404,32.622934728543854,41.390791654764804,43.42449331161404,43.42449331161404,38.85528183421363,37.87813450885111,38.84645883353315,38.80675533047102,38.85528183421363,38.91373421372175,38.45714392850723,38.25531778794138,38.88175083625502,38.85528183421363,26.522932633081187,38.09429802552273
0.0,51.98674673666488,38.69674082543278,49.75193357806771,51.98674673666488,51.98674673666488,47.79809306029998,45.888559766663036,47.04270892207008,46.69149312103329,47.79809306029998,46.70878374508434,47.01136966597757,47.428505971208935,46.901141937652156,47.79809306029998,35.503378696005974,46.7228323771258
0.0,54.84130902322626,40.96911299887076,52.553298945086645,54.84130902322626,54.84130902322626,50.12001838579528,48.21447824631293,49.98609716098352,49.65469887585616,50.12001838579528,49.8567156387078,49.84536638236781,49.998581342957515,49.30627670621883,50.12001838579528,36.28527490736171,49.31535611129081
0.0,27.316673978334972,27.293051665373056,27.316673978334972,27.316673978334972,27.316673978334972,27.367293220396192,26.656092869436108,27.232308574899623,27.340296291296884,27.367293220396192,27.338608983228173,27.376573414774064,27.38247899301456,27.319204940438023,27.367293220396192,26.748894813215006,26.521951877973883
