no,EIP,EIP_BB3,EIP_BB5,EIP_BB9,EIP_BB11,EIP_CB3_1,EIP_CB3_2
0.0,4.8784141409097925,4.725287528503186,4.9225212629616655,4.8784141409097925,4.8784141409097925,4.797689785456294,4.947487558462749
0.0,12.66854579702683,12.479503475939445,12.66854579702683,12.66854579702683,12.66854579702683,12.472727765506209,12.50321846245579
0.0,7.914102221032926,7.968457318704858,7.914102221032926,7.914102221032926,7.914102221032926,7.838005084292221,7.960094995986067
0.0,11.869015462206,11.476851561027711,11.869015462206,11.869015462206,11.869015462206,11.43467375014582,11.627614799924624
0.0,11.383442265795196,11.346847766884526,11.383442265795196,11.383442265795196,11.383442265795196,11.235362200435727,11.297487745098023
0.0,12.13991384154336,11.994755572204529,12.13991384154336,12.13991384154336,12.13991384154336,12.10526315789473,12.171755010301544
0.0,13.465125588763872,13.153389491256906,13.465125588763872,13.465125588763872,13.465125588763872,13.396134813086103,13.38676569540147
0.0,6.87033405580213,6.751642756390419,6.875494547080896,6.87033405580213,6.87033405580213,6.846251763167865,6.843671517528471
0.0,18.411214953271028,15.045916294189364,17.591223080048767,18.411214953271028,18.411214953271028,18.00406338886633,18.299065420560765
0.0,11.968535728963126,12.037030361146961,11.968535728963126,11.968535728963126,11.968535728963126,11.970698717347883,12.013958485042942
0.0,28.298598027465726,22.050861920169986,26.932361571317777,28.298598027465726,28.298598027465726,27.747970701277993,27.971625067764847
0.0,23.369746254766955,18.76687016674856,22.589704100822907,23.369746254766955,23.369746254766955,23.33285035051109,23.297298831430524
0.0,25.365685146534233,19.795707752525104,24.21529460057932,25.365685146534233,25.365685146534233,25.214930360828625,25.377248313223056
0.0,32.60244110546908,25.283286855906105,31.54369225006244,32.60244110546908,32.60244110546908,32.75852201781406,32.846967868142826
0.0,43.42449331161404,32.622934728543854,41.390791654764804,43.42449331161404,43.42449331161404,43.02525253082261,43.273399424960935
0.0,51.98674673666488,38.69674082543278,49.75193357806771,51.98674673666488,51.98674673666488,52.07752251293285,51.46910867913681
0.0,54.84130902322626,40.96911299887076,52.553298945086645,54.84130902322626,54.84130902322626,54.35215607497319,54.82315021308231
0.0,27.316673978334972,27.293051665373056,27.316673978334972,27.316673978334972,27.316673978334972,27.309924746060155,27.271116660479876
0.0,29.988932158229154,29.99139167862268,29.988932158229154,29.988932158229154,29.988932158229154,29.97089567534332,29.99467103914737
0.0,42.06233874076928,41.84584358966754,42.06233874076928,42.06233874076928,42.06233874076928,41.84584358966754,42.03367043308916
0.0,9.672633220944537,10.125574907877155,9.672633220944537,9.672633220944537,9.672633220944537,10.467186068021661,10.457238283308667
0.0,12.928567651258295,11.948676667313007,12.928567651258295,12.928567651258295,12.928567651258295,11.987261221348033,11.56322284832354
0.0,9.902219936498513,9.548973930401171,9.902219936498513,9.902219936498513,9.902219936498513,9.789556034492142,9.735730147073252
0.0,12.436096125551721,12.236978911230988,12.436096125551721,12.436096125551721,12.436096125551721,12.56302108876901,12.570475723393804
0.0,13.04358564662207,12.158041429258093,13.04358564662207,13.04358564662207,13.04358564662207,12.645176244388168,12.571840035870153
0.0,12.161151954956573,12.607211131506602,12.161151954956573,12.161151954956573,12.161151954956573,13.249954823430944,12.832047782543764
0.0,49.082426349224775,48.910346288212715,49.082426349224775,49.082426349224775,49.082426349224775,49.0610436197499,48.87979953182005
0.0,52.5884686099118,52.28272770467082,52.5884686099118,52.5884686099118,52.5884686099118,52.27962897927987,52.26620116925238
0.0,53.716137241868566,53.572829703892054,53.716137241868566,53.716137241868566,53.716137241868566,53.61246795907706,53.70495722117536
0.0,56.72020342027804,56.74174305158417,56.72020342027804,56.72020342027804,56.72020342027804,56.80636194550257,56.666354342012724
0.0,60.46938708584295,60.297766749379655,60.46938708584295,60.46938708584295,60.46938708584295,60.51092576600605,60.531695106087604
0.0,51.346080133480655,51.52645938084823,51.346080133480655,51.346080133480655,51.346080133480655,51.46332664426958,51.51067619670358
0.0,51.936315476359106,51.745941811382764,51.936315476359106,51.936315476359106,51.936315476359106,51.74367545822827,51.79353522762684
0.0,56.488129789822295,56.66455752034092,56.488129789822295,56.488129789822295,56.488129789822295,56.58178895540627,56.5327812524844
0.0,54.56807964033396,54.639187081383625,54.56807964033396,54.56807964033396,54.56807964033396,54.64148086980456,54.48665015139002
0.0,64.78391256133213,64.73184463373536,64.78391256133213,64.78391256133213,64.78391256133213,64.469289339258,64.77948124834516
0.0,49.51341935548832,49.63626020107639,49.51341935548832,49.51341935548832,49.51341935548832,49.51039867895746,50.10949952424344
0.0,62.425994495376536,62.314119953270094,62.425994495376536,62.425994495376536,62.425994495376536,62.34580123953033,62.49826742965765
0.0,35.39186120026698,35.82583065498548,35.39186120026698,35.39186120026698,35.39186120026698,36.206930734509825,35.94588819448883
0.0,93.97219766418878,94.07487306078602,93.97219766418878,93.97219766418878,93.97219766418878,95.23564543915887,94.26293115560618
0.0,66.45027736205449,66.3756603604641,66.45027736205449,66.45027736205449,66.45027736205449,66.28292208705888,66.22322848578652
0.0,66.14988261999406,66.07648687545806,66.14988261999406,66.14988261999406,66.14988261999406,65.95522434100727,65.98500812139869
0.0,84.19915244741216,84.5822692681615,84.19915244741216,84.19915244741216,84.19915244741216,84.67511373447122,84.70819624545516
0.0,4.11129837298243,4.099954625008095,4.11129837298243,4.11129837298243,4.11129837298243,3.8374278861736055,4.012445712063273
0.0,3.7098630664432974,3.6201578647704347,3.7098630664432974,3.7098630664432974,3.7098630664432974,3.8630582510353006,6.061450111209887
0.0,4.613881611083981,4.58368488831653,4.613881611083981,4.613881611083981,4.613881611083981,4.589013721746094,4.408721524046366
0.0,4.857004892537287,5.257883180422551,4.857004892537287,4.857004892537287,4.857004892537287,4.7176085787953514,4.818739237784597
0.0,6.806692488919053,7.297847701952631,6.806692488919053,6.806692488919053,6.806692488919053,6.737211995367964,6.8673880924809305
0.0,4.6394054295423315,4.5947520983281365,4.624268707096846,4.6394054295423315,4.6394054295423315,4.52663684732344,4.624268707096846
0.0,7.019592826600296,5.980598634245959,6.692194779500915,7.019592826600296,7.019592826600296,6.98832088837833,7.038738911225995
